repeat,outer_fold,inner_fold,subject_id,role
15,5,2,0412,train
15,5,2,0427,train
15,5,2,0459,train
15,5,2,0468,train
15,5,3,0003,train
15,5,3,0008,train
15,5,3,0009,train
15,5,3,0014,train
15,5,3,0029,train
15,5,3,0033,train
15,5,3,0038,train
15,5,3,0041,train
15,5,3,0046,train
15,5,3,0054,validation
15,5,3,0063,validation
15,5,3,0069,validation
15,5,3,0079,train
15,5,3,0089,train
15,5,3,0095,train
15,5,3,0100,validation
15,5,3,0106,train
15,5,3,0112,train
15,5,3,0116,train
15,5,3,0117,train
15,5,3,0118,train
15,5,3,0135,train
15,5,3,0139,validation
15,5,3,0153,validation
15,5,3,0161,train
15,5,3,0170,train
15,5,3,0178,train
15,5,3,0202,train
15,5,3,0227,train
15,5,3,0242,train
15,5,3,0246,train
15,5,3,0262,validation
15,5,3,0268,validation
15,5,3,0278,train
15,5,3,0281,train
15,5,3,0283,train
15,5,3,0287,train
15,5,3,0289,train
15,5,3,0296,validation
15,5,3,0306,train
15,5,3,0309,train
15,5,3,0311,train
15,5,3,0322,validation
15,5,3,0323,train
15,5,3,0330,train
15,5,3,0346,train
15,5,3,0347,train
15,5,3,0376,train
15,5,3,0379,train
15,5,3,0384,train
15,5,3,0399,train
15,5,3,0406,train
15,5,3,0409,train
15,5,3,0412,train
15,5,3,0427,train
15,5,3,0459,validation
15,5,3,0468,train
15,5,4,0003,validation
15,5,4,0008,validation
15,5,4,0009,validation
15,5,4,0014,train
15,5,4,0029,validation
15,5,4,0033,train
15,5,4,0038,train
15,5,4,0041,train
15,5,4,0046,validation
15,5,4,0054,train
15,5,4,0063,train
15,5,4,0069,train
15,5,4,0079,train
15,5,4,0089,train
15,5,4,0095,train
15,5,4,0100,train
15,5,4,0106,train
15,5,4,0112,validation
15,5,4,0116,train
15,5,4,0117,train
15,5,4,0118,train
15,5,4,0135,validation
15,5,4,0139,train
15,5,4,0153,train
15,5,4,0161,train
15,5,4,0170,train
15,5,4,0178,train
15,5,4,0202,train
15,5,4,0227,train
15,5,4,0242,train
15,5,4,0246,train
15,5,4,0262,train
15,5,4,0268,train
15,5,4,0278,train
15,5,4,0281,validation
15,5,4,0283,train
15,5,4,0287,train
15,5,4,0289,train
15,5,4,0296,train
15,5,4,0306,train
15,5,4,0309,train
15,5,4,0311,train
15,5,4,0322,train
15,5,4,0323,train
15,5,4,0330,train
15,5,4,0346,train
15,5,4,0347,validation
15,5,4,0376,train
15,5,4,0379,validation
15,5,4,0384,train
15,5,4,0399,train
15,5,4,0406,train
15,5,4,0409,train
15,5,4,0412,validation
15,5,4,0427,train
15,5,4,0459,train
15,5,4,0468,train
15,5,5,0003,train
15,5,5,0008,train
15,5,5,0009,train
15,5,5,0014,validation
15,5,5,0029,train
15,5,5,0033,validation
15,5,5,0038,train
15,5,5,0041,validation
15,5,5,0046,train
15,5,5,0054,train
15,5,5,0063,train
15,5,5,0069,train
15,5,5,0079,train
15,5,5,0089,train
15,5,5,0095,train
15,5,5,0100,train
15,5,5,0106,train
15,5,5,0112,train
15,5,5,0116,validation
15,5,5,0117,train
15,5,5,0118,train
15,5,5,0135,train
15,5,5,0139,train
15,5,5,0153,train
15,5,5,0161,train
15,5,5,0170,train
15,5,5,0178,validation
15,5,5,0202,validation
15,5,5,0227,train
15,5,5,0242,train
15,5,5,0246,validation
15,5,5,0262,train
15,5,5,0268,train
15,5,5,0278,train
15,5,5,0281,train
15,5,5,0283,validation
15,5,5,0287,validation
15,5,5,0289,validation
15,5,5,0296,train
15,5,5,0306,train
15,5,5,0309,train
15,5,5,0311,train
15,5,5,0322,train
15,5,5,0323,train
15,5,5,0330,train
15,5,5,0346,train
15,5,5,0347,train
15,5,5,0376,train
15,5,5,0379,train
15,5,5,0384,validation
15,5,5,0399,train
15,5,5,0406,train
15,5,5,0409,train
15,5,5,0412,train
15,5,5,0427,train
15,5,5,0459,train
15,5,5,0468,train
